Latin Name,Colloquial Name,Taxonomy
potanthus omaha,Lesser Dart,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Taractrocerini,Potanthus"
pyrgus malvae,Grizzled Skipper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Pyrginae,Pyrgini,Pyrgus,Pyrgus malvae"
pyrgus malvoides,Southern Grizzled Skipper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Pyrginae,Pyrgini,Pyrgus,Pyrgus malvae"
suastus gremius,Indian Palm Bob,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Erionotini,Suastus"
thorybes bathyllus,Southern Cloudywing,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Eudaminae,Eudamini,Eudamina,Thorybes"
thorybes pylades,Northern Cloudywing,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Eudaminae,Eudamini,Eudamina,Thorybes"
thymelicus lineola,Essex Skipper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Thymelicina,Thymelicus"
thymelicus sylvestris,Small Skipper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Thymelicina,Thymelicus"
udaspes folus,Grass Demon,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Udaspes"
urbanus dorantes,Dorantes Longtail,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Eudaminae,Eudamini,Eudamina,Thorybes"
urbanus procne,Brown Longtail,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Eudaminae,Eudamini,Eudamina,Spicauda"
urbanus proteus,Long-tailed Skipper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Eudaminae,Eudamini,Eudamina,Urbanus,Urbanus"
wallengrenia egeremet,Northern Broken-Dash,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Hesperiina,Polites,Wallengrenia"
wallengrenia otho,Northern Broken-Dash,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Hesperiina,Polites,Wallengrenia"
lactura subfervens,Speckled Lactura,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Lacturidae,Enaemia"
artace cribrarius,Dot-lined White,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Poecilocampinae,Macromphaliini,Artace"
euthrix potatoria,Drinker Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Selenepherini,Euthrix"
lasiocampa quercus,Oak Eggar,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Lasiocampini,Lasiocampa"
macrothylacia rubi,Fox Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Macrothylacia"
malacosoma americana,Eastern Tent Caterpillar Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Malacosominae,Malacosoma"
malacosoma californica,Western Tent Caterpillar Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Malacosominae,Malacosoma"
malacosoma disstria,Forest Tent Caterpillar Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Malacosominae,Malacosoma"
malacosoma neustria,The Lackey,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Malacosominae,Malacosoma"
phyllodesma americana,American Lappet Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Gastropachini,Phyllodesma"
tolype laricis,Larch Tolype Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Poecilocampinae,Macromphaliini,Tolype"
tolype velleda,Large Tolype Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Poecilocampinae,Macromphaliini,Tolype"
trabala vishnou,Rose Myrtle Lappet Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Trabalini,Trabala"
acharia stimulea,Saddleback Caterpillar Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Acharia"
apoda biguttata,Shagreened Slug Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Apoda"
apoda y-inversum,Yellow-collared Slug Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Apoda"
euclea delphinii,Spiny Oak-slug Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Euclea"
euclea incisa,Green Oak-Slug Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Euclea"
isa textula,Crowned Slug Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Isa"
isochaetes beutenmuelleri,Spun Glass Slug Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Isochaetes"
lithacodes fasciola,Yellow-shouldered Slug Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Lithacodes"
parasa chloris,Smaller Parasa Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Parasa"
phobetron pithecium,Hag Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Phobetron"
prolimacodes badia,Skiff Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Prolimacodes"
tortricidia testacea,Early Button Slug Moth,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Limacodidae,Limacodinae,Tortricidia"
acytolepis puspa,Common Hedge Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Lycaenopsina,Acytolepis"
anthene emolus,Common Ciliate Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Lycaenesthini,Anthene"
aricia agestis,Brown Argus,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Aricia"
aricia cramera,Southern Brown Argus,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Aricia"
atlides halesus,Great Purple Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Atlidina,Atlides"
brephidium exilis,Western Pygmy-Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Brephidiina,Brephidium"
cacyreus marshalli,Common Geranium-bronze,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Cacyreina,Cacyreus"
callophrys augustinus,Brown Elfin,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Callophrys,Incisalia"
callophrys dumetorum,Lotus Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Callophrys,Greenie"
callophrys eryphon,Western Pine Elfin,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Callophrys,Incisalia"
callophrys gryneus,Juniper Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Callophrys,Mitoura"
callophrys henrici,Henry's Elfin,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Callophrys,Incisalia"
callophrys niphon,Eastern Pine Elfin,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Callophrys,Incisalia"
callophrys rubi,Green Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Callophrys"
calycopis cecrops,Red-banded Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Calycopidina,Calycopis"
calycopis isobeon,Dusky-blue Groundstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Calycopidina,Calycopis"
castalius rosimon,Common Pierrot,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Castaliina,Castalius"
catochrysops strabo,Forget-me-not,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Catochrysopsina,Catochrysops"
celastrina argiolus,Holly Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Lycaenopsina,Celastrina"
celastrina echo,Echo Azure,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Lycaenopsina,Celastrina"
celastrina ladon,Echo Azure,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Lycaenopsina,Celastrina"
celastrina lucia,Northern Azure,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Lycaenopsina,Celastrina"
celastrina neglecta,Summer Azure,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Lycaenopsina,Celastrina"
chilades lajus,Lime Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Chilades"
chilades pandava,Plains Cupid,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Luthrodes"
cigaritis lohita,Long-banded Silverline,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Aphnaeinae,Cigaritis"
cigaritis vulcanus,Common Silverline,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Aphnaeinae,Cigaritis"
cupido amyntula,Western Tailed-Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Everina,Cupido"
cupido argiades,Short-tailed Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Everina,Cupido"
cupido comyntas,Eastern Tailed-Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Everina,Cupido"
cupido minimus,Small Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Everina,Cupido"
cyaniris semiargus,Mazarine Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Cyaniris"
echinargus isola,Reakirt's Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Echinargus"
eooxylides tharis,Branded Imperial,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Loxurini,Eooxylides"
euchrysops cnejus,Gram Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Oboroniina,Euchrysops"
eumaeus atala,Atala,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Eumaeina,Eumaeus"
euphilotes bernardino,Bernardino Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Scolitantidina,Euphilotes"
favonius quercus,Purple hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Theclini,Favonius"
feniseca tarquinius,Harvester,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Miletinae,Miletini,Spalgina,Feniseca"
glaucopsyche alexis,Green-underside Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Scolitantidina,Glaucopsyche"
glaucopsyche lygdamus,Silvery Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Scolitantidina,Glaucopsyche,Glaucopsyche"
habrodais grunus,Golden Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Theclini,Habrodais"
heliophorus epicles,Purple Sapphire,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Heliophorini,Heliophorus,Heliophorus"
heliophorus ila,Restricted Purple Sapphire,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Heliophorini,Heliophorus,Heliophorus"
hemiargus ceraunus,Ceraunus Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Hemiargus"
hypolycaena erylus,Common Tit,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Hypolycaenini,Hypolycaena"
icaricia acmon,Acmon Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia"
icaricia icarioides,Boisduval's Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia"
icaricia lupini,Lupine Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia"
icaricia saepiolus,Greenish Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia"
jamides alecto,Metallic Cerulean,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamidina,Jamides"
jamides bochus,Dark Cerulean,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamidina,Jamides"
jamides celeno,Common Cerulean,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamidina,Jamides"
lampides boeticus,Pea Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Lampidina,Lampides"
leptotes cassius,Cassius Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Leptotina,Leptotes"
leptotes marina,Marine Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Leptotina,Leptotes"
leptotes pirithous,Lang's Short-tailed Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Leptotina,Leptotes,Leptotes pirithous"
leptotes plinius,Zebra Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Leptotina,Leptotes"
loxura atymnus,Common Yamfly,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Loxurini,Loxura"
lycaena alciphron,Purple-shot Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Lycaena"
lycaena arota,Tailed Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Tharsalea,Tharsalea"
lycaena dispar,Large Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Lycaena"
lycaena gorgon,Gorgon Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Tharsalea,Epidemia"
lycaena helloides,Purplish Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Tharsalea,Epidemia"
lycaena heteronea,Blue Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Tharsalea,Epidemia"
lycaena hippothoe,Purple-edged Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Lycaena"
lycaena hyllus,Bronze Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Tharsalea,Epidemia"
lycaena mariposa,Mariposa Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Tharsalea,Epidemia"
lycaena phlaeas,Small Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Lycaena,Lycaena"
lycaena tityrus,Sooty Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Lycaena"
lycaena virgaureae,Scarce Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Lycaena"
lycaena xanthoides,Great Copper,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Lycaeninae,Lycaenini,Tharsalea,Chalceria"
megisba malaya,Malayan,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Lycaenopsina,Megisba"
nacaduba kurava,Transparent 6-line Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Danina,Nacaduba"
parrhasius m-album,White M Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Parrhasiina,Parrhasius"
plebejus argus,Silver-studded Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Plebejus"
plebejus idas,Northern Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Plebejus,Lycaeides"
plebejus melissa,Melissa Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Plebejus,Lycaeides"
plebejus samuelis,Karner Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Plebejus,Lycaeides"
polyommatus amandus,Amanda's Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Polyommatus,Agrodiaetus"
polyommatus bellargus,Adonis Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Polyommatus,Lysandra"
polyommatus coridon,Chalkhill Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Polyommatus,Lysandra"
polyommatus icarus,Common Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Polyommatus,Polyommatus icarus"
prosotas dubiosa,Tailless Lineblue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Danina,Prosotas"
prosotas nora,Common Line Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Danina,Prosotas"
pseudozizeeria maha,Pale Grass Blue,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Zizeeriina,Pseudozizeeria"
satyrium acadica,Acadian Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Satyrium,Satyrium"
satyrium behrii,Behr's Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Satyrium,Callipsyche"
satyrium calanus,Banded Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Satyrium,Satyrium"
satyrium californica,California Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Satyrium,Satyrium"
satyrium edwardsii,Edwards' Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Satyrium,Satyrium"
satyrium favonius,Oak Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Satyrium,Fixsenia"
satyrium liparops,Striped Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Satyrium,Satyrium"
satyrium saepium,Hedgerow Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Satyrium,Callipsyche"
satyrium spini,Blue-spot Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Satyrium"
satyrium sylvinus,Sylvan Hairstreak,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophryidina,Satyrium,Satyrium"
